Species	Status
Eretmorhipis	extinct
Erpetosuchus	extinct
Erythrosuchus	extinct
Erythrovenator	extinct
Eshanosaurus	extinct
Eubrontes_Temperate_N	extinct
Eubrontes_Tropical_N	extinct
Eucoelophysis	extinct
Eudibamus	extinct
Eudimorphodon	extinct
Eumetabolodon	extinct
Eunotosaurus	extinct
Euparkeria	extinct
Eurhinosaurus	extinct
Eurycleidus	extinct
Eusaurosphargis	extinct
Euscolosuchus	extinct
Evazoum	extinct
Fasolasuchus	extinct
Faxinalipterus	extinct
Feeserpeton	extinct
Feralisaurus	extinct
Fodonyx	extinct
Fraserosphenodon_Temperate_N	extinct
Fraserosphenodon_Tropical_S	extinct
Fraxinisaura	extinct
Fugusuchus	extinct
Fuyuansaurus	extinct
Galesphyrus	extinct
Gamatavus	extinct
Gansurhinus	extinct
Garjainia_Temperate_N	extinct
Garjainia_Temperate_S	extinct
Garzapelta	extinct
Gecatogomphius	extinct
Gephyrosaurus	extinct
Glaurung	extinct
Glyphoderma	extinct
Gnathovorax	extinct
Gojirasaurus	extinct
Gomphiosauridion	extinct
Gorgetosuchus	extinct
Gracilisuchus	extinct
Grallator_Temperate_N	extinct
Grallator_Temperate_S	extinct
Grallator_Tropical_N	extinct
Graoullyodon	extinct
Gregaripus	extinct
Gresslyosaurus	extinct
Grippia	extinct
Guaibasaurus	extinct
Gualosuchus	extinct
Guanlingsaurus	extinct
Guchengosuchus	extinct
Guizhouichthyosaurus	extinct
Gulosaurus	extinct
Gunakadeit	extinct
Gwyneddichnium	extinct
Gyposaurus	extinct
Halazhaisuchus	extinct
Haligonia_Temperate_N	extinct
Haligonia_Tropical_N	extinct
Hanosaurus	extinct
Helcura	extinct
Helveticosaurus	extinct
Hemilopas	extinct
Hemiprotosuchus	extinct
Heptasuchus	extinct
Herrerasaurus	extinct
Hescheleria	extinct
Hesperosuchus	extinct
Heterodontichnites	extinct
Heteropelta	extinct
Himalayasaurus	extinct
Hispaniasaurus	extinct
Honghesaurus	extinct
Horaffia	extinct
Hovasaurus	extinct
Howesia	extinct
Hudsonelpidia	extinct
Hupehsuchus	extinct
Hwiccewyrm	extinct
Hyloidichnus	extinct
Hyperodapedon_Temperate_S	extinct
Hyperodapedon_Tropical_N	extinct
Hypselorhachis	extinct
Hypsognathus_Temperate_N	extinct
Hypsognathus_Tropical_N	extinct
Hypuronector	extinct
Icarosaurus	extinct
Ichthyosaurus_Temperate_N	extinct
Ichthyosaurus_Tropical_N	extinct
Ichthyotitan	extinct
Idiosaura	extinct
Ignotosaurus	extinct
Incertovenator	extinct
Ingentia	extinct
Isfjordosaurus	extinct
Ixalerpeton	extinct
Jaklapallisaurus	extinct
Jaxtasuchus	extinct
Jesairosaurus	extinct
Jingshanosaurus	extinct
Jushatyria	extinct
Kadimakara	extinct
Kalisuchus	extinct
Kapes_Temperate_N	extinct
Kapes_Tropical_N	extinct
Kayentapus_Temperate_N	extinct
Kayentapus_Tropical_N	extinct
Keichousaurus	extinct
Kholumolumo	extinct
Kinelia	extinct
Kintneria	extinct
Kitchingnathus	extinct
Kocurypelta	extinct
Koiloskiosaurus	extinct
Komlosaurus	extinct
Krzyzanowskisaurus	extinct
Kudnu	extinct
Kuehneosaurus	extinct
Kuehneosuchus	extinct
Kuruxuchampsa	extinct
Kwangsisaurus	extinct
Labidosaurikos	extinct
Labidosauriscus	extinct
Labidosaurus	extinct
Lagerpeton	extinct
Lanceirosphenodon	extinct
Langeronyx	extinct
Langobardisaurus	extinct
Lanthaniscus	extinct
Lanthanolania	extinct
Lanthanosuchus	extinct
Laquintasaura	extinct
Largocephalosaurus	extinct
Lariosaurus	extinct
Lasasaurus	extinct
Lavinipes	extinct
Lepidus	extinct
Leptonectes	extinct
Leptosuchus	extinct
Lessemsaurus_Temperate_S	extinct
Lewisuchus	extinct
Libognathus	extinct
Liliensternus	extinct
Lindwurmia	extinct
Litorosuchus	extinct
Lophostropheus	extinct
Lotosaurus	extinct
Lucasuchus	extinct
Lucianosaurus	extinct
Lucianovenator	extinct
Lufengosaurus	extinct
Lukousaurus	extinct
Luopingosaurus	extinct
Luperosuchus	extinct
Macgowania	extinct
Machaeroprosopus	extinct
Macrocnemus	extinct
Macrocollum	extinct
Macroleter_Temperate_N	extinct
Macroleter_Tropical_N	extinct
Macroplacus	extinct
Macroplata	extinct
Maehary	extinct
Majiashanosaurus	extinct
Malerisaurus	extinct
Malutinisuchus	extinct
Mambawakale	extinct
Mandaphon	extinct
Mandasuchus	extinct
Marasuchus	extinct
Marcianosuchus	extinct
Massospondylus	extinct
Mbiresaurus	extinct
Megachirella	extinct
Megalancosaurus	extinct
Megalosauripus	extinct
Megalosaurus	extinct
Megapnosaurus	extinct
Mehliella	extinct
Melanorosaurus	extinct
Merriamosaurus	extinct
Mesodapedon	extinct
Mesosaurus_Antarctic	extinct
Mesosaurus_Temperate_S	extinct
Mesosuchus	extinct
Metamosaurus	extinct
Metashastasaurus	extinct
Microcnemus_Temperate_N	extinct
Microleter	extinct
Micromenodon	extinct
Microsphenodon	extinct
Mikadocephalus_Temperate_N	extinct
Mikadocephalus_Tropical_N	extinct
Milleretta	extinct
Millerinoides	extinct
Milleropsis	extinct
Millerosaurus	extinct
Miodentosaurus	extinct
Mixosaurus	extinct
Moradisaurus	extinct
Mystriosuchus_Temperate_N	extinct
Mystriosuchus_Tropical_N	extinct
Nambalia	extinct
Nanchangosaurus	extinct
Nanoparia	extinct
Neoaetosauroides	extinct
Neoprocolophon	extinct
Neusticosaurus	extinct
Nhandumirim	extinct
Nicrosaurus_Temperate_N	extinct
Nicrosaurus_Tropical_N	extinct
Nochelesaurus	extinct
Notatesseraeraptor	extinct
Noteosuchus	extinct
Nothosaurus_Temperate_N	extinct
Nothosaurus_Tropical_N	extinct
Nothosaurus_Tropical_S	extinct
Nundasuchus	extinct
Nyasasaurus	extinct
Nycteroleter	extinct
Nyctiboetus	extinct
Nyctiphruretus	extinct
Obirkovia	extinct
Odontochelys	extinct
Omphalosaurus_Temperate_N	extinct
Omphalosaurus_Tropical_N	extinct
Opisthodontosaurus	extinct
Orenburgia	extinct
Orovenator	extinct
Oryctorhynchus	extinct
Oryporan	extinct
Osmolskina	extinct
Otozoum	extinct
Owenetta	extinct
Ozimek	extinct
Pachypes	extinct
Pachypleurosaurus	extinct
Pachystropheus	extinct
Palacrodon_Temperate_S	extinct
Palacrodon_Tropical_N	extinct
Palaeagama	extinct
Palaeochersis	extinct
Palaeosaurus	extinct
Palatodonta	extinct
Paleollanosaurus_Temperate_N	extinct
Paleollanosaurus_Tropical_S	extinct
Paliguana	extinct
Pamelaria	extinct
Pamelina	extinct
Pampadromaeus	extinct
Panguraptor	extinct
Panphagia	extinct
Pantydraco	extinct
Panzhousaurus	extinct
Pappochelys	extinct
Parabrontopodus_Temperate_N	extinct
Parahupehsuchus	extinct
Paralonectes	extinct
Paraplacodus	extinct
Pararcus	extinct
Parasaurus	extinct
Parasuchus_Temperate_N	extinct
Parasuchus_Temperate_S	extinct
Parasuchus_Tropical_N	extinct
Parasuchus_Tropical_S	extinct
Paratypothorax_Temperate_N	extinct
Paratypothorax_Tropical_N	extinct
Paratypothorax_Tropical_S	extinct
Pareiasaurus	extinct
Pareiasuchus	extinct
Parringtonia	extinct
Partanosaurus	extinct
Parvinatator	extinct
Parvosuchus	extinct
Pectodens	extinct
Pelecymala	extinct
Pendraig	extinct
Pentaedrusaurus	extinct
Permotriturus	extinct
Pessopteryx	extinct
Peteinosaurus	extinct
Phaanthosaurus	extinct
Phalarodon_Temperate_N	extinct
Phalarodon_Tropical_N	extinct
Phantomosaurus	extinct
Phonodus	extinct
Pisanosaurus	extinct
Pistosaurus	extinct
Placochelys	extinct
Placodus_Temperate_N	extinct
Placodus_Tropical_N	extinct
Placodus_Tropical_S	extinct
Planocephalosaurus_Temperate_N	extinct
Planocephalosaurus_Tropical_S	extinct
Plateosauravus	extinct
Plateosaurus_Temperate_N	extinct
Plateosaurus_Temperate_S	extinct
Platypterna	extinct
Plectropterna	extinct
Plesiornis	extinct
Plesiosaurus	extinct
Polesinesuchus	extinct
Polonosuchus	extinct
Polymorphodon	extinct
Poposaurus	extinct
Postosuchus	extinct
Powellvenator	extinct
Pravusuchus	extinct
Preondactylus	extinct
Prestosuchus	extinct
Procerosuchus	extinct
Procolina	extinct
Procolophon	extinct
Procolophonichnium_Temperate_N	extinct
Procolophonichnium_Temperate_S	extinct
Procompsognathus	extinct
Proganochelys_Temperate_N	extinct
Proganochelys_Tropical_N	extinct
Prolacerta	extinct
Prolacertoides	extinct
Prosantosaurus	extinct
Prosaurosphargis	extinct
Protanystropheus	extinct
Protecovasaurus	extinct
Protenodontosaurus	extinct
Proteosaurus	extinct
Proterochampsa	extinct
Proterochersis	extinct
Proterosuchus_Temperate_N	extinct
Proterosuchus_Temperate_S	extinct
Protoavis	extinct
Protocaptorhinus	extinct
Protoichthyosaurus	extinct
Protome	extinct
Protorosaurus	extinct
Protorothyris	extinct
Protosuchus	extinct
Provelosaurus	extinct
Psephochelys	extinct
Psephoderma_Temperate_N	extinct
Psephoderma_Tropical_N	extinct
Psephoderma_Tropical_S	extinct
Psephosauriscus	extinct
Psephosaurus_Temperate_N	extinct
Psephosaurus_Tropical_S	extinct
Pseudhesperosuchus	extinct
Pseudochampsa	extinct
Pseudotetrasauropus_Temperate_N	extinct
Pseudotetrasauropus_Tropical_N	extinct
Pterodactylus	extinct
Pumiliopareia	extinct
Qianichthyosaurus	extinct
Qianosuchus	extinct
Qianxisaurus	extinct
Quasianosteosaurus	extinct
Raeticodactylus	extinct
Rautiania	extinct
Redondasuchus	extinct
Redondavenator	extinct
Revueltosaurus	extinct
Rhaeticosaurus	extinct
Rhipaeosaurus	extinct
Rhomaleosaurus	extinct
Rhombopholis	extinct
Rioarribasuchus	extinct
Riojasaurus	extinct
Riojasuchus	extinct
Romeria	extinct
Rothianiscus	extinct
Rotodactylus	extinct
Ruehleia	extinct
Rugarhynchos	extinct
Ruhuhuaria	extinct
Rutiodon	extinct
Sacisaurus	extinct
Saltoposuchus	extinct
Sanchiaosaurus	extinct
Sanchuansaurus	extinct
Sanjuansaurus	extinct
Santaisaurus	extinct
Sarcosaurus	extinct
Sarmatosuchus	extinct
Saturnalia	extinct
Saurischichnus	extinct
Saurodektes	extinct
Sauropareion	extinct
Sauropus	extinct
Saurorictus	extinct
Saurosternon	extinct
Saurosuchus	extinct
Scelidosaurus	extinct
Scharschengia	extinct
Schleitheimia	extinct
Sclerocormus	extinct
Sclerosaurus	extinct
Sclerostropheus	extinct
Scoloparia_Temperate_N	extinct
Scoloparia_Tropical_N	extinct
Scolotosuchus	extinct
Scutarx	extinct
Scutosaurus	extinct
Scythosuchus	extinct
Seazzadactylus	extinct
Selenichnus	extinct
Serpianosaurus	extinct
Shansisuchus	extinct
Shastasaurus_Temperate_N	extinct
Shastasaurus_Tropical_S	extinct
Shihtienfenia	extinct
Shonisaurus_Temperate_N	extinct
Shonisaurus_Tropical_N	extinct
Shringasaurus	extinct
Shuangbaisaurus	extinct
Shuvosaurus	extinct
Sigmala	extinct
Sikannisuchus	extinct
Silesaurus	extinct
Sillosuchus	extinct
Simosaurus_Temperate_N	extinct
Simosaurus_Tropical_S	extinct
Sinocyamodus	extinct
Sinosaurosphargis	extinct
Sinosaurus	extinct
Skybalonyx	extinct
Smilodonterpeton	extinct
Smilosuchus	extinct
Sophineta	extinct
Soturnia	extinct
Soumyasaurus	extinct
Sphenotitan	extinct
Sphodrosaurus	extinct
Spinosuchus	extinct
Spondylolestes	extinct
Spondylosoma	extinct
Stagonolepis_Temperate_N	extinct
Stagonolepis_Tropical_N	extinct
Stagonolepis_Tropical_S	extinct
Stagonosuchus	extinct
Staurikosaurus	extinct
Stauromatodon	extinct
Stegomus	extinct
Stenaulorhynchus	extinct
Stenomyti	extinct
Stenoscelida	extinct
Stereosternum_Antarctic	extinct
Stereosternum_Temperate_S	extinct
Styracocephalus	extinct
Syntarsus	extinct
Syntomiprosopus	extinct
Tachiraptor	extinct
Tanaisosaurus	extinct
Tanystropheus_Temperate_N	extinct
Tanystropheus_Tropical_N	extinct
Tanystropheus_Tropical_S	extinct
Tanytrachelos	extinct
Tarjadia	extinct
Tarsodactylus	extinct
Tasmaniosaurus	extinct
Tawa	extinct
Taytalura	extinct
Technosaurus	extinct
Tecovasaurus	extinct
Tecovasuchus	extinct
Teleocrater	extinct
Temnodontosaurus	extinct
Teraterpeton	extinct
Teratophon	extinct
Teratosaurus_Temperate_N	extinct
Teratosaurus_Temperate_S	extinct
Termatosaurus	extinct
Terrestrisuchus	extinct
Tetrasauropus_Temperate_N	extinct
Tetrasauropus_Temperate_S	extinct
Teyujagua	extinct
Teyumbaita	extinct
Thadeosaurus	extinct
Thaisaurus	extinct
Thalassiodracon	extinct
Thalattoarchon	extinct
Thalattosaurus	extinct
Thecodontosaurus	extinct
Theledectes	extinct
Thelephon	extinct
Thelerpeton	extinct
Tholodus_Temperate_N	extinct
Tholodus_Tropical_N	extinct
Thuringothyris	extinct
Tichvinskia	extinct
Ticinosuchus	extinct
Tikisuchus	extinct
Timanophon	extinct
Toretocnemus	extinct
Trachelosaurus	extinct
Trialestes	extinct
Tricuspisaurus	extinct
Trihamus	extinct
Trilophosaurus	extinct
Tropidosuchus	extinct
Tuebingosaurus	extinct
Turfanosuchus	extinct
Typothorax	extinct
Uatchitodon	extinct
Unaysaurus	extinct
Unguinychus	extinct
Uralosaurus	extinct
Utatsusaurus	extinct
Vallesaurus	extinct
Vancleavea	extinct
Variodens	extinct
Vellbergia	extinct
Velocipes	extinct
Venaticosuchus	extinct
Venetoraptor	extinct
Vinitasaura	extinct
Vivaron	extinct
Vjushkovisaurus	extinct
Volcanosuchus	extinct
Vonhuenia	extinct
Vritramimosaurus	extinct
Vytshegdosuchus	extinct
Wahlisaurus	extinct
Waluchelys	extinct
Wangosaurus	extinct
Wannia	extinct
Wapitisaurus	extinct
Weigeltisaurus	extinct
Whitakersaurus	extinct
Wimanius	extinct
Wumengosaurus	extinct
Xenodiphyodon	extinct
Xilousuchus	extinct
Xingxiulong	extinct
Xinminosaurus	extinct
Xinpusaurus	extinct
Xiphopeza	extinct
Yarasuchus	extinct
Yelaphomte	extinct
Yimenosaurus	extinct
Youngetta	extinct
Youngina	extinct
Youngosuchus	extinct
Yunguisaurus	extinct
Yunnanosaurus	extinct
Zanclodon	extinct
Zhongjiania	extinct
Zupaysaurus	extinct
